time,Green_Er_Consumption_kW,Green_Er_Production_kW,Outdoor Temperature,Global Radiation
2022-11-01 04:00:00+00:00,186.09316666666666,0.0,14.4,7
2022-11-01 05:00:00+00:00,181.50833333333333,0.0,13.7,6.02
2022-11-01 06:00:00+00:00,183.7056666666667,0.0,13.6,6
2022-11-01 07:00:00+00:00,226.53733333333332,0.0,14,6
2022-11-01 08:00:00+00:00,218.6455,0.0,14,6
2022-11-01 09:00:00+00:00,244.33500000000004,0.0135,14.4,6
2022-11-01 10:00:00+00:00,230.59533333333334,3.71575,16.1,6
2022-11-01 11:00:00+00:00,217.91766666666663,13.604,17.3,6
2022-11-01 12:00:00+00:00,148.28283333333334,40.62633333333333,19.9,6
2022-11-01 13:00:00+00:00,170.7988333333333,39.70116666666667,20.3,6
2022-11-01 14:00:00+00:00,165.83599999999998,55.21016666666666,21.2,6
2022-11-01 15:00:00+00:00,206.58683333333337,55.53733333333333,19.7,6
2022-11-01 16:00:00+00:00,144.47033333333331,45.95825,18.2,13.9
2022-11-01 17:00:00+00:00,228.4228333333333,20.635250000000003,16.6,39.6
2022-11-01 18:00:00+00:00,201.9958333333333,6.82575,15.7,98.0
2022-11-01 19:00:00+00:00,254.994,0.5804166666666667,15.3,189
2022-11-01 20:00:00+00:00,228.3791666666667,0.0,14.9,291
2022-11-01 21:00:00+00:00,242.89616666666666,0.0,14.4,396
2022-11-01 22:00:00+00:00,235.11783333333332,0.0,13.8,312
2022-11-01 23:00:00+00:00,206.74766666666667,0.0,13.1,307
2022-11-02 00:00:00+00:00,226.3898333333333,0.0,12.8,179
2022-11-02 01:00:00+00:00,201.05733333333333,0.0,12.3,75.7
2022-11-02 02:00:00+00:00,193.49599999999998,0.0,12,11.1
2022-11-02 03:00:00+00:00,196.88233333333332,0.0,12.1,7.05
2022-11-02 04:00:00+00:00,192.609,0.0,12.2,7
2022-11-02 05:00:00+00:00,193.22733333333335,0.0,12.6,6.02
2022-11-02 06:00:00+00:00,194.0095,0.0,12.7,6
2022-11-02 07:00:00+00:00,267.4696666666667,0.0,12.8,6
2022-11-02 08:00:00+00:00,235.08599999999998,0.0,13.2,6
2022-11-02 09:00:00+00:00,399.3951666666667,1.1685,13.6,6
2022-11-02 10:00:00+00:00,451.30216666666666,6.336333333333333,14.6,6
2022-11-02 11:00:00+00:00,496.2775,18.80775,16.6,6
2022-11-02 12:00:00+00:00,366.71866666666665,36.27675,18.1,6
2022-11-02 13:00:00+00:00,389.5588333333333,51.69591666666667,19,6
2022-11-02 14:00:00+00:00,333.026,70.37975000000002,19.3,6
2022-11-02 15:00:00+00:00,364.6861666666667,56.70749999999998,18.9,6
2022-11-02 16:00:00+00:00,303.9203333333333,50.23408333333333,17.8,20.8
2022-11-02 17:00:00+00:00,359.5468333333333,28.785916666666665,15.6,90.8
2022-11-02 18:00:00+00:00,354.57033333333334,11.888333333333335,14.1,132
2022-11-02 19:00:00+00:00,442.08183333333335,1.0962500000000002,13.6,237
2022-11-02 20:00:00+00:00,426.77950000000004,0.0,12.9,75.8
2022-11-02 21:00:00+00:00,430.9051666666667,0.0,12.3,36.6
2022-11-02 22:00:00+00:00,252.01,0.0,11.8,27.2
2022-11-02 23:00:00+00:00,242.15016666666668,0.0,11.6,38.8
2022-11-03 00:00:00+00:00,204.31550000000001,0.0,11.1,36.1
2022-11-03 01:00:00+00:00,205.4621666666667,0.0,10.3,15.4
2022-11-03 02:00:00+00:00,203.77866666666668,0.0,10.3,9.10
2022-11-03 03:00:00+00:00,202.6821666666667,0.0,10,6.05
2022-11-03 04:00:00+00:00,203.843,0.0,9.8,6
2022-11-03 05:00:00+00:00,202.47633333333332,0.0,9.41,6
2022-11-03 06:00:00+00:00,207.4763333333333,0.0,9.2,6
2022-11-03 07:00:00+00:00,303.747,0.0,9.2,6
2022-11-03 08:00:00+00:00,266.2633333333333,0.0,9.99,6
2022-11-03 09:00:00+00:00,407.391,2.2976666666666667,11,6
2022-11-03 10:00:00+00:00,417.0015,15.168916666666666,12.9,6
2022-11-03 11:00:00+00:00,367.64650000000006,24.040666666666667,13.1,6
2022-11-03 12:00:00+00:00,350.98,42.99916666666667,14.1,6
2022-11-03 13:00:00+00:00,447.5495,15.872750000000002,14,6
2022-11-03 14:00:00+00:00,469.23600000000005,6.340583333333334,14.3,6
2022-11-03 15:00:00+00:00,528.5073333333333,4.45225,14.7,6
2022-11-03 16:00:00+00:00,462.1525,7.021916666666666,14.5,14.9
2022-11-03 17:00:00+00:00,467.2655,6.287833333333332,14.1,53.4
2022-11-03 18:00:00+00:00,417.7081666666667,1.46675,12.7,68.8
2022-11-03 19:00:00+00:00,424.91333333333336,0.6969166666666666,12.3,59.2
2022-11-03 20:00:00+00:00,379.306,0.0,12.1,61.0
2022-11-03 21:00:00+00:00,358.74066666666664,0.0,12.5,38.4
2022-11-03 22:00:00+00:00,252.30066666666664,0.0,12.7,96
2022-11-03 23:00:00+00:00,213.37800000000001,0.0,10.7,71.4
2022-11-04 00:00:00+00:00,234.23416666666665,0.0,10.3,71
2022-11-04 01:00:00+00:00,199.4813333333333,0.0,10.1,26.8
2022-11-04 02:00:00+00:00,200.79866666666666,0.0,9.31,6.33
2022-11-04 03:00:00+00:00,206.76466666666667,0.0,8.41,6
2022-11-04 04:00:00+00:00,207.40933333333336,0.0,8.11,6
2022-11-04 05:00:00+00:00,206.06266666666667,0.0,8,6
2022-11-04 06:00:00+00:00,208.40533333333335,0.0,7.51,6
2022-11-04 07:00:00+00:00,273.611,0.0,7.7,6
2022-11-04 08:00:00+00:00,286.42850000000004,0.0,8.68,6
2022-11-04 09:00:00+00:00,375.54400000000004,1.5205833333333334,9.09,6
2022-11-04 10:00:00+00:00,453.1035,9.73483333333333,9.89,6
2022-11-04 11:00:00+00:00,438.93983333333335,13.46525,9.8,6
2022-11-04 12:00:00+00:00,515.707,11.642333333333335,9.11,6
2022-11-04 13:00:00+00:00,510.85583333333335,11.853833333333334,9.59,6
2022-11-04 14:00:00+00:00,530.6771666666666,6.757583333333334,10.1,6
2022-11-04 15:00:00+00:00,445.5308333333333,19.767083333333332,9.71,6
2022-11-04 16:00:00+00:00,397.16799999999995,15.309833333333332,9.21,15.8
2022-11-04 17:00:00+00:00,381.4665,13.261249999999999,8.71,53.4
2022-11-04 18:00:00+00:00,374.4628333333333,4.196833333333333,8.4,87.4
2022-11-04 19:00:00+00:00,406.8331666666666,0.12050000000000001,8.3,91.9
2022-11-04 20:00:00+00:00,371.9968333333333,0.0,8.11,76.3
2022-11-04 21:00:00+00:00,388.4218333333333,0.0,8.1,64.2
2022-11-04 22:00:00+00:00,253.88266666666667,0.0,8.2,99.4
2022-11-04 23:00:00+00:00,223.31633333333332,0.0,8.3,71.5
2022-11-05 00:00:00+00:00,220.08966666666663,0.0,8.4,75.9
2022-11-05 01:00:00+00:00,211.57116666666664,0.0,8.4,77.0
2022-11-05 02:00:00+00:00,209.25850000000003,0.0,8.69,8.17
2022-11-05 03:00:00+00:00,205.72666666666666,0.0,9,6.02
2022-11-05 04:00:00+00:00,204.64633333333333,0.0,8.8,6
2022-11-05 05:00:00+00:00,208.5906666666667,0.0,8.8,6
2022-11-05 06:00:00+00:00,208.7935,0.0,8.8,6
2022-11-05 07:00:00+00:00,248.28016666666667,0.0,8.41,6
2022-11-05 08:00:00+00:00,210.46783333333335,0.0,8.99,6
2022-11-05 09:00:00+00:00,226.30900000000005,1.7365833333333331,9.69,6
2022-11-05 10:00:00+00:00,198.11833333333334,9.413166666666667,10.3,6
2022-11-05 11:00:00+00:00,197.20866666666666,18.081833333333336,11,6
2022-11-05 12:00:00+00:00,170.1205,17.951916666666666,11.4,6
2022-11-05 13:00:00+00:00,203.47766666666666,14.999166666666673,11.7,6
2022-11-05 14:00:00+00:00,184.73283333333333,12.245833333333335,11.9,6
2022-11-05 15:00:00+00:00,185.9601666666667,19.459916666666665,11.8,6
2022-11-05 16:00:00+00:00,180.32416666666668,13.901166666666668,11.5,12.9
2022-11-05 17:00:00+00:00,209.36866666666666,12.160583333333335,10.6,94.6
2022-11-05 18:00:00+00:00,169.51933333333332,13.348666666666668,10.3,200
2022-11-05 19:00:00+00:00,235.79399999999998,0.42791666666666667,9.91,311
2022-11-05 20:00:00+00:00,212.83600000000004,0.0,9.21,426
2022-11-05 21:00:00+00:00,245.28,0.0,7.53,439
2022-11-05 22:00:00+00:00,218.63766666666666,0.0,6.71,448
2022-11-05 23:00:00+00:00,235.02166666666665,0.0,6.21,372
2022-11-06 00:00:00+00:00,211.69983333333332,0.0,6.69,164
2022-11-06 01:00:00+00:00,209.18416666666667,0.0,6.6,38.1
2022-11-06 02:00:00+00:00,207.23466666666664,0.0,6.6,7.48
2022-11-06 03:00:00+00:00,205.06349999999998,0.0,6.11,6.03
2022-11-06 04:00:00+00:00,203.899,0.0,6,6
2022-11-06 05:00:00+00:00,209.01866666666663,0.0,5.8,6
2022-11-06 06:00:00+00:00,209.0608333333333,0.0,5.41,6
2022-11-06 07:00:00+00:00,254.3745,0.0,5.6,6
2022-11-06 08:00:00+00:00,210.5958333333333,0.0,5.8,6
2022-11-06 09:00:00+00:00,225.36966666666663,1.1170833333333332,7.96,6
2022-11-06 10:00:00+00:00,183.47666666666666,15.982750000000001,9.08,6
2022-11-06 11:00:00+00:00,155.35516666666663,33.112249999999996,11.5,6
2022-11-06 12:00:00+00:00,127.65933333333334,44.182666666666655,13,6
2022-11-06 13:00:00+00:00,114.06366666666668,43.74208333333333,15.5,6
2022-11-06 14:00:00+00:00,107.37916666666668,39.18225,15.7,6
2022-11-06 15:00:00+00:00,109.98316666666666,44.217333333333336,14.8,6
2022-11-06 16:00:00+00:00,118.77733333333333,45.190583333333336,13.8,9.87
2022-11-06 17:00:00+00:00,188.00183333333334,23.92958333333333,12.6,96.0
2022-11-06 18:00:00+00:00,201.03233333333333,6.006333333333333,12.4,245
2022-11-06 19:00:00+00:00,258.855,0.1698333333333333,12,380
2022-11-06 20:00:00+00:00,222.38683333333333,0.0,11.3,434
2022-11-06 21:00:00+00:00,222.01433333333333,0.0,11.1,470
2022-11-06 22:00:00+00:00,249.13633333333337,0.0,11.2,442
2022-11-06 23:00:00+00:00,211.0005,0.0,10.7,367
2022-11-07 00:00:00+00:00,235.0495,0.0,10.2,250
2022-11-07 01:00:00+00:00,208.53666666666666,0.0,10,64.3
2022-11-07 02:00:00+00:00,206.87516666666662,0.0,9.32,8.70
2022-11-07 03:00:00+00:00,208.75616666666667,0.0,8.62,7
2022-11-07 04:00:00+00:00,207.77783333333332,0.0,8.12,7
2022-11-07 05:00:00+00:00,206.65383333333332,0.0,7.62,6.03
2022-11-07 06:00:00+00:00,202.79366666666667,0.0,7.5,6
2022-11-07 07:00:00+00:00,305.0515,0.0,7.21,6
2022-11-07 08:00:00+00:00,263.62766666666664,0.0,7.78,6
2022-11-07 09:00:00+00:00,488.4495,0.7172499999999999,10,6
2022-11-07 10:00:00+00:00,602.9963333333333,14.732416666666667,11.9,6
2022-11-07 11:00:00+00:00,576.1236666666667,39.01166666666666,13.8,6
2022-11-07 12:00:00+00:00,519.947,60.838916666666655,15.7,6
2022-11-07 13:00:00+00:00,518.6556666666667,64.23441666666666,17.2,6
2022-11-07 14:00:00+00:00,504.47200000000004,77.83691666666668,18.6,6
2022-11-07 15:00:00+00:00,508.029,71.85233333333333,19.2,6
2022-11-07 16:00:00+00:00,477.6176666666666,56.12141666666667,16.5,12.8
2022-11-07 17:00:00+00:00,494.2806666666666,28.656583333333334,13.2,68.1
2022-11-07 18:00:00+00:00,523.7283333333334,7.56575,12.2,197
2022-11-07 19:00:00+00:00,573.8921666666666,0.1795,11.6,356
2022-11-07 20:00:00+00:00,547.9245000000001,0.0,10.7,517
2022-11-07 21:00:00+00:00,495.65049999999997,0.0,10.3,538
2022-11-07 22:00:00+00:00,297.84433333333334,0.0,9.62,523
2022-11-07 23:00:00+00:00,230.57333333333335,0.0,9.02,234
2022-11-08 00:00:00+00:00,217.37816666666666,0.0,8.32,95.4
2022-11-08 01:00:00+00:00,218.69750000000002,0.0,7.82,37.8
2022-11-08 02:00:00+00:00,216.09366666666668,0.0,7.61,7.97
2022-11-08 03:00:00+00:00,216.65,0.0,7.12,7
2022-11-08 04:00:00+00:00,211.66416666666666,0.0,6.81,7
2022-11-08 05:00:00+00:00,213.9955,0.0,6.7,7
2022-11-08 06:00:00+00:00,212.92233333333334,0.0,6.7,7
2022-11-08 07:00:00+00:00,307.5043333333333,0.0,7.18,6.03
2022-11-08 08:00:00+00:00,266.01416666666665,0.0,7.97,6.97
2022-11-08 09:00:00+00:00,453.96649999999994,1.1003333333333334,9.74,6.03
2022-11-08 10:00:00+00:00,561.0246666666667,12.175333333333333,13.9,6.97
2022-11-08 11:00:00+00:00,602.7731666666666,30.78525,19.2,6.03
2022-11-08 12:00:00+00:00,549.2748333333333,56.407916666666665,22.1,6
2022-11-08 13:00:00+00:00,486.58183333333335,84.70766666666667,22.5,6
2022-11-08 14:00:00+00:00,486.5851666666667,87.11099999999999,21.6,6.97
2022-11-08 15:00:00+00:00,466.62816666666663,83.02916666666667,20.8,6.03
2022-11-08 16:00:00+00:00,561.1543333333334,42.199666666666666,20.4,6
2022-11-08 17:00:00+00:00,536.4285,15.911666666666669,19.9,12.8
2022-11-08 18:00:00+00:00,544.161,5.794666666666665,20.1,15.9
2022-11-08 19:00:00+00:00,543.7745,0.20325000000000004,19.5,16
2022-11-08 20:00:00+00:00,477.91550000000007,0.0,19.4,32.4
2022-11-08 21:00:00+00:00,434.3981666666666,0.0,19.4,26.2
2022-11-08 22:00:00+00:00,291.97516666666667,0.0,19,14.4
2022-11-08 23:00:00+00:00,252.30583333333334,0.0,18.3,15.0
2022-11-09 00:00:00+00:00,213.70833333333334,0.0,19,13.1
2022-11-09 01:00:00+00:00,204.92433333333335,0.0,19.3,11.1
2022-11-09 02:00:00+00:00,208.4618333333333,0.0,19.1,6.17
2022-11-09 03:00:00+00:00,202.4478333333333,0.0,19.2,6
2022-11-09 04:00:00+00:00,207.907,0.0,19.5,6
2022-11-09 05:00:00+00:00,210.62266666666667,0.0,19.5,6
2022-11-09 06:00:00+00:00,209.414,0.0,19.1,6
2022-11-09 07:00:00+00:00,301.80483333333336,0.0,15.7,6
2022-11-09 08:00:00+00:00,306.94483333333335,0.0,12.9,6
2022-11-09 09:00:00+00:00,461.0781666666667,0.0,12.4,6
2022-11-09 10:00:00+00:00,579.3375,0.6973333333333334,12.1,6
2022-11-09 11:00:00+00:00,630.6145,1.8090000000000004,12.2,6
2022-11-09 12:00:00+00:00,699.2006666666667,1.6894166666666666,12.4,6
2022-11-09 13:00:00+00:00,708.1315000000001,5.781,12.4,6
2022-11-09 14:00:00+00:00,714.0036666666666,4.45275,11.9,6
2022-11-09 15:00:00+00:00,685.0013333333335,1.3724166666666668,12,6
2022-11-09 16:00:00+00:00,588.6443333333333,1.6064166666666664,12.1,7.93
2022-11-09 17:00:00+00:00,599.2241666666666,1.1053333333333335,11.9,32.2
2022-11-09 18:00:00+00:00,555.4028333333333,0.7605833333333333,12,73.6
2022-11-09 19:00:00+00:00,546.1221666666667,0.0195,12.1,82.7
2022-11-09 20:00:00+00:00,501.6933333333333,0.0,12.3,101
2022-11-09 21:00:00+00:00,444.48600000000005,0.0,12.2,188
2022-11-09 22:00:00+00:00,296.24449999999996,0.0,11.9,181
2022-11-09 23:00:00+00:00,229.0205,0.0,11.8,105
2022-11-10 00:00:00+00:00,222.80683333333332,0.0,11.4,48.8
2022-11-10 01:00:00+00:00,204.8255,0.0,11.1,22.8
2022-11-10 02:00:00+00:00,206.9895,0.0,10.8,6.53
2022-11-10 03:00:00+00:00,205.52833333333334,0.0,10.8,6
2022-11-10 04:00:00+00:00,201.72483333333335,0.0,10.4,6
2022-11-10 05:00:00+00:00,209.92500000000004,0.0,10.5,6
2022-11-10 06:00:00+00:00,203.80566666666667,0.0,10.6,6
2022-11-10 07:00:00+00:00,286.49533333333335,0.0,10.6,6
2022-11-10 08:00:00+00:00,305.42016666666666,0.0,11,6
2022-11-10 09:00:00+00:00,470.4365,0.165,11.5,6
2022-11-10 10:00:00+00:00,618.978,5.7497500000000015,11.9,6
2022-11-10 11:00:00+00:00,612.0638333333333,14.454416666666667,12.6,6
2022-11-10 12:00:00+00:00,634.5466666666666,17.12933333333333,13.8,6
2022-11-10 13:00:00+00:00,660.078,20.187416666666667,14.8,6
2022-11-10 14:00:00+00:00,601.9045,38.0195,15.1,6
2022-11-10 15:00:00+00:00,557.7648333333333,35.626083333333334,14.8,6
2022-11-10 16:00:00+00:00,481.45183333333335,20.11225,14.5,7.93
2022-11-10 17:00:00+00:00,538.0746666666666,8.486166666666666,14.2,78.6
2022-11-10 18:00:00+00:00,543.7728333333333,3.11875,13.7,242
2022-11-10 19:00:00+00:00,533.0488333333333,0.043166666666666666,12.3,360
2022-11-10 20:00:00+00:00,462.1221666666667,0.0,11.6,424
2022-11-10 21:00:00+00:00,416.93066666666664,0.0,11,444
2022-11-10 22:00:00+00:00,269.80233333333337,0.0,10.7,415
2022-11-10 23:00:00+00:00,224.66133333333332,0.0,9.93,359
2022-11-11 00:00:00+00:00,242.5035,0.0,9.71,180
2022-11-11 01:00:00+00:00,212.93233333333333,0.0,9.51,50.3
2022-11-11 02:00:00+00:00,214.06166666666664,0.0,9.21,8.30
2022-11-11 03:00:00+00:00,213.7363333333333,0.0,9.01,6.03
2022-11-11 04:00:00+00:00,209.31016666666667,0.0,8.71,6.97
2022-11-11 05:00:00+00:00,215.86166666666668,0.0,8.22,6.03
2022-11-11 06:00:00+00:00,213.917,0.0,8.2,6
2022-11-11 07:00:00+00:00,257.151,0.0,8.1,6
2022-11-11 08:00:00+00:00,226.5391666666667,0.0,8.58,6
2022-11-11 09:00:00+00:00,267.11633333333333,0.39291666666666664,9.86,6
2022-11-11 10:00:00+00:00,222.27983333333336,11.716833333333334,11.8,6
2022-11-11 11:00:00+00:00,193.99783333333335,35.666999999999994,13.6,6
2022-11-11 12:00:00+00:00,136.30133333333333,53.54525000000001,14.8,6
2022-11-11 13:00:00+00:00,156.42616666666666,57.07300000000001,16.2,6
2022-11-11 14:00:00+00:00,167.1295,61.08958333333334,17.4,6
2022-11-11 15:00:00+00:00,178.42316666666667,65.20158333333333,17.2,6
2022-11-11 16:00:00+00:00,151.91799999999998,55.60933333333333,15.6,9.87
2022-11-11 17:00:00+00:00,207.66683333333333,28.077666666666662,13.9,61.2
2022-11-11 18:00:00+00:00,220.27816666666664,7.217500000000001,12.7,134
2022-11-11 19:00:00+00:00,266.07283333333334,0.30749999999999994,12,275
2022-11-11 20:00:00+00:00,258.2283333333333,0.0,11.7,346
2022-11-11 21:00:00+00:00,265.7463333333333,0.0,11,311
2022-11-11 22:00:00+00:00,223.85933333333332,0.0,10.4,261
2022-11-11 23:00:00+00:00,252.5561666666667,0.0,10.4,225
2022-11-12 00:00:00+00:00,213.65633333333335,0.0,9.82,184
2022-11-12 01:00:00+00:00,212.72883333333334,0.0,9.03,44.8
2022-11-12 02:00:00+00:00,211.31300000000002,0.0,9.1,8.10
2022-11-12 03:00:00+00:00,211.49716666666666,0.0,8.23,6.03
2022-11-12 04:00:00+00:00,207.92199999999994,0.0,8.1,6
2022-11-12 05:00:00+00:00,213.83166666666668,0.0,8,6
2022-11-12 06:00:00+00:00,212.21516666666665,0.0,8,6
2022-11-12 07:00:00+00:00,246.3116666666667,0.0,7.52,6
2022-11-12 08:00:00+00:00,226.6543333333333,0.0,7.31,6
2022-11-12 09:00:00+00:00,216.5006666666667,0.53475,7.69,6
2022-11-12 10:00:00+00:00,218.89800000000002,10.085583333333332,9.15,6
2022-11-12 11:00:00+00:00,164.94583333333333,24.159166666666664,10.9,6
2022-11-12 12:00:00+00:00,127.57950000000001,45.55041666666667,12.3,6
2022-11-12 13:00:00+00:00,115.54483333333332,42.513,13.2,6
2022-11-12 14:00:00+00:00,108.90516666666667,41.632083333333334,13.9,6
2022-11-12 15:00:00+00:00,126.59516666666667,44.540916666666675,14.5,6
2022-11-12 16:00:00+00:00,130.26166666666668,35.41791666666666,13.4,7.93
2022-11-12 17:00:00+00:00,162.83166666666668,29.589416666666665,12.8,32.2
2022-11-12 18:00:00+00:00,193.80533333333335,6.764666666666667,12.3,44.6
2022-11-12 19:00:00+00:00,233.08249999999998,0.24991666666666668,11.9,65.3
2022-11-12 20:00:00+00:00,206.971,0.0,11.6,108
2022-11-12 21:00:00+00:00,229.17966666666666,0.0,11.2,95.5
2022-11-12 22:00:00+00:00,222.69216666666668,0.0,10.9,329
2022-11-12 23:00:00+00:00,201.76166666666668,0.0,10.8,213
2022-11-13 00:00:00+00:00,234.31083333333333,0.0,10.1,212
2022-11-13 01:00:00+00:00,205.91916666666668,0.0,9.62,30.3
2022-11-13 02:00:00+00:00,210.76216666666664,0.0,9.6,6.60
2022-11-13 03:00:00+00:00,208.45566666666664,0.0,8.73,6
2022-11-13 04:00:00+00:00,207.70950000000002,0.0,8.6,6
2022-11-13 05:00:00+00:00,208.50133333333335,0.0,8.5,6
2022-11-13 06:00:00+00:00,204.92016666666666,0.0,8.4,6
2022-11-13 07:00:00+00:00,237.1351666666667,0.0,8.4,6
2022-11-13 08:00:00+00:00,238.83833333333337,0.0,8.69,6
2022-11-13 09:00:00+00:00,212.42050000000003,0.14016666666666666,8.8,6
2022-11-13 10:00:00+00:00,205.25866666666664,5.006583333333333,9.19,6
2022-11-13 11:00:00+00:00,201.96750000000006,7.957666666666667,10.1,6
2022-11-13 12:00:00+00:00,188.0666666666667,11.937583333333334,10.5,6
2022-11-13 13:00:00+00:00,185.73333333333335,21.715249999999997,12.7,6
2022-11-13 14:00:00+00:00,172.42099999999996,18.538166666666665,13.6,6
2022-11-13 15:00:00+00:00,131.38116666666667,43.814166666666665,15,6
2022-11-13 16:00:00+00:00,137.13866666666664,37.37333333333334,12.7,6.97
2022-11-13 17:00:00+00:00,150.06833333333336,30.15783333333333,10.8,26.3
2022-11-13 18:00:00+00:00,228.80583333333334,4.2530833333333335,9.64,57.0
2022-11-13 19:00:00+00:00,220.61933333333332,0.09624999999999999,9.31,112
2022-11-13 20:00:00+00:00,247.91816666666668,0.0,8.82,137
2022-11-13 21:00:00+00:00,237.44533333333334,0.0,8.03,133
2022-11-13 22:00:00+00:00,215.38283333333334,0.0,7.81,140
2022-11-13 23:00:00+00:00,239.45266666666666,0.0,7.9,106
2022-11-14 00:00:00+00:00,209.46866666666668,0.0,7.8,97.3
2022-11-14 01:00:00+00:00,209.85399999999996,0.0,7.99,0
2022-11-14 02:00:00+00:00,210.20883333333327,0.0,8.68,0
2022-11-14 03:00:00+00:00,203.74516666666668,0.0,9.18,0
2022-11-14 04:00:00+00:00,202.5045,0.0,8.81,0
2022-11-14 05:00:00+00:00,206.88883333333334,0.0,9.19,0
2022-11-14 06:00:00+00:00,212.72083333333333,0.0,9.59,0
2022-11-14 07:00:00+00:00,302.98749999999995,0.0,9.5,0
2022-11-14 08:00:00+00:00,294.7693333333333,0.0,9.79,0
2022-11-14 09:00:00+00:00,454.2813333333333,0.09558333333333334,10.4,0
2022-11-14 10:00:00+00:00,547.6328333333335,3.8333333333333326,11.5,0
2022-11-14 11:00:00+00:00,611.0020000000001,9.958083333333336,12.9,0
2022-11-14 12:00:00+00:00,685.284,21.025416666666665,14.9,0
2022-11-14 13:00:00+00:00,664.2368333333334,27.49275,17.5,0
2022-11-14 14:00:00+00:00,668.0181666666666,27.362833333333338,17.8,0
2022-11-14 15:00:00+00:00,616.9243333333334,26.807916666666667,18.1,0
2022-11-14 16:00:00+00:00,585.1355,20.34841666666667,18,0
2022-11-14 17:00:00+00:00,542.1858333333333,18.391416666666668,18,0
2022-11-14 18:00:00+00:00,570.9118333333332,2.8215000000000003,17.9,0
2022-11-14 19:00:00+00:00,583.6260000000001,0.9833333333333333,17.9,0
2022-11-14 20:00:00+00:00,536.6260000000001,0.0,17.8,0
2022-11-14 21:00:00+00:00,521.4593333333333,0.0,17.8,0
2022-11-14 22:00:00+00:00,427.62600000000003,0.0,17.7,0
2022-11-14 23:00:00+00:00,402.7926666666667,0.0,17.7,0
2022-11-15 00:00:00+00:00,417.2926666666667,0.0,17.6,0
2022-11-15 01:00:00+00:00,399.4593333333334,0.0,17.6,0
2022-11-15 02:00:00+00:00,399.9593333333334,0.0,17.5,0
2022-11-15 03:00:00+00:00,399.9593333333334,0.0,17.5,0
2022-11-15 04:00:00+00:00,399.4593333333334,0.0,17.4,0
2022-11-15 05:00:00+00:00,402.62600000000003,0.0,17.4,0
2022-11-15 06:00:00+00:00,403.2926666666667,0.0,17.3,0
2022-11-15 07:00:00+00:00,443.4593333333334,0.0,17.3,0
2022-11-15 08:00:00+00:00,432.9593333333334,0.0,17.2,0
2022-11-15 09:00:00+00:00,544.2926666666667,0.0,17.2,0
2022-11-15 10:00:00+00:00,597.6260000000001,0.0,17.1,0
2022-11-15 11:00:00+00:00,628.9593333333333,0.0,17.1,0
2022-11-15 12:00:00+00:00,597.6260000000001,18.62141666666667,17,0
2022-11-15 13:00:00+00:00,619.4593333333333,27.624083333333342,17,0
2022-11-15 14:00:00+00:00,633.2926666666667,17.977500000000003,17,0
2022-11-15 15:00:00+00:00,610.4593333333333,18.084,16.9,0
2022-11-15 16:00:00+00:00,582.1916666666666,16.84566666666667,16.9,0
2022-11-15 17:00:00+00:00,596.9315,6.972083333333333,16.8,0
2022-11-15 18:00:00+00:00,636.958,1.7906666666666669,16.8,0
2022-11-15 19:00:00+00:00,608.7805000000001,0.009833333333333333,16.7,0
2022-11-15 20:00:00+00:00,542.4311666666666,0.0,16.7,0
2022-11-15 21:00:00+00:00,443.6283333333333,0.0,16.6,0
2022-11-15 22:00:00+00:00,300.23483333333337,0.0,16.6,0
2022-11-15 23:00:00+00:00,253.96016666666665,0.0,16.5,0
2022-11-16 00:00:00+00:00,214.6198333333333,0.0,16.5,0
2022-11-16 01:00:00+00:00,213.92066666666668,0.0,16.4,0
2022-11-16 02:00:00+00:00,206.785,0.0,16.4,0
2022-11-16 03:00:00+00:00,206.472,0.0,16.3,0
2022-11-16 04:00:00+00:00,208.62583333333336,0.0,16.3,0
2022-11-16 05:00:00+00:00,203.4025,0.0,16.2,0
2022-11-16 06:00:00+00:00,213.97699999999998,0.0,16.2,0
2022-11-16 07:00:00+00:00,299.81716666666665,0.0,16.1,0
2022-11-16 08:00:00+00:00,302.84366666666665,0.0,16.1,0
2022-11-16 09:00:00+00:00,483.0788333333333,0.2483333333333333,16,0
2022-11-16 10:00:00+00:00,592.7570000000001,6.342833333333335,16,0
2022-11-16 11:00:00+00:00,645.0931666666667,12.328083333333334,15.9,0
2022-11-16 12:00:00+00:00,525.689,52.59075000000001,15.9,0
2022-11-16 13:00:00+00:00,571.3776666666666,67.38974999999998,15.8,0
2022-11-16 14:00:00+00:00,582.0113333333333,68.87766666666667,15.8,0
2022-11-16 15:00:00+00:00,587.9971666666667,63.03199999999999,15.7,0
2022-11-16 16:00:00+00:00,505.80816666666664,48.66525000000001,15.7,0
2022-11-16 17:00:00+00:00,499.5263333333333,22.71741666666667,15.6,0
2022-11-16 18:00:00+00:00,553.4068333333333,3.961,15.6,0
2022-11-16 19:00:00+00:00,540.6643333333333,0.11066666666666668,15.5,0
2022-11-16 20:00:00+00:00,529.8736666666667,0.0,15.5,0
2022-11-16 21:00:00+00:00,441.5086666666666,0.0,15.4,0
2022-11-16 22:00:00+00:00,277.3018333333333,0.0,15.4,0
2022-11-16 23:00:00+00:00,256.1158333333333,0.0,15.3,0
2022-11-17 00:00:00+00:00,221.12933333333334,0.0,15.3,0
2022-11-17 01:00:00+00:00,217.97216666666668,0.0,15.2,0
